title,description,link,duration,updated
Developing an Accessibility Service for Android,"In this codelab, you’ll learn how to build an Accessibility Service for Android users.",https://codelabs.developers.google.com/codelabs/developing-android-a11y-service?hl=en,,"Updated November 9, 2023"
Developing LLM Apps with the Vertex AI SDK,“Get hands-on experience integrating a Large Language Model (LLM) into a simple web application using the Vertex AI SDK.”,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/1-developing-apps-that-use-llms/developing-LLM-apps-with-Vertex-AI-SDK?hl=en,,"Updated January 10, 2026"
Developing with OpenThread APIs,"In this Codelab, you’ll use OpenThread APIs to start a Thread network, monitor and react to changes in device roles, and send UDP messages on real hardware.",https://openthread.io/codelabs/openthread-apis?hl=en,1 hour,"Updated May 6, 2025"
Dialogflow CX: Build a retail virtual agent,"Learn how to build a retail chatbot with Dialogflow CX, a conversational AI platform (CAIP) for building virtual agents",https://codelabs.developers.google.com/codelabs/dialogflow-cx-retail-agent?hl=en,2 hours,"Updated October 24, 2025"
Display nearby places in AR on Android (Kotlin),This codelab teaches you how to use data from Google Maps Platform to display nearby places in augmented reality (AR) on Android. This codelab uses Android 10.0 (API level 29) and requires that you have Google Play services installed in Android,https://developers.google.com/codelabs/maps-platform/location-places-arcore-android?hl=en,,"Updated September 19, 2024"
Distribute app bundle releases to testers - Codelab,"In this codelab, you'll learn how to distribute Android App Bundle releases to testers using Firebase App Distribution and its Gradle plugin. App Distribution provides a central hub for you to manage pre-release versions of your app and the testers",https://firebase.google.com/codelabs/appdistribution-app-bundles?hl=en,22 minutes,"Updated September 27, 2025"
Distribute your pre-release iOS builds faster with App Distribution and fastlane,"In this codelab, you'll learn how to use Firebase App Distribution and its fastlane plugin to distribute an iOS app to testers, collect test device UDIDs, and register them to your app's provisioning profile, so you can get Ad Hoc builds quickly into",https://firebase.google.com/codelabs/appdistribution-udid-collection?hl=en,,"Updated September 27, 2025"
Distributed tracing with Spring Cloud Sleuth and Cloud Trace,"In this codelab, you will build simple Spring Boot microservices and add distributed tracing capabilities using Spring Cloud GCP Trace starter that stores trace data on Cloud Trace.",https://codelabs.developers.google.com/codelabs/cloud-spring-cloud-gcp-trace?hl=en,14 minutes,"Updated April 12, 2023"
Dive into Dart's patterns and records,"Use patterns, records, and other new features of Dart 3 to re-architect your UI design style in Flutter.",https://codelabs.developers.google.com/codelabs/dart-patterns-records?hl=en,39 minutes,"Updated June 4, 2025"
Django CMS on Cloud Run,"In this codelab, you’ll learn how to deploy Django CMS using serverless components: Cloud Run for the web engine, Cloud SQL for the database, and Cloud Build for the media assets.",https://codelabs.developers.google.com/codelabs/cloud-run-djangocms?hl=en,28 minutes,"Updated October 15, 2024"
Django on Cloud Run,"In this codelab, you’ll learn how to deploy Django using serverless components: Cloud Run for the web engine, Cloud SQL for the database, and Cloud Build for the media assets.",https://codelabs.developers.google.com/codelabs/cloud-run-django?hl=en,30 minutes,"Updated October 15, 2024"
Document AI Workbench - Custom Document Extractor,"In this codelab, you will learn how to use Document AI Workbench to create fully customized models using your own training data.",https://codelabs.developers.google.com/codelabs/docai-custom?hl=en,2 hours 14 minutes,"Updated June 20, 2023"
Document AI Workbench - Uptraining,"In this codelab, you will learn how to use Document AI Uptraining to improve model quality using your own training data.",https://codelabs.developers.google.com/codelabs/docai-uptraining?hl=en,2 hours 14 minutes,"Updated April 4, 2023"
Document AI: Human in the Loop,"In this codelab, you will learn how to use Document AI Human in the Loop to complete Human Review tasks with Specialized Processors.",https://codelabs.developers.google.com/codelabs/docai-hitl?hl=en,14 minutes,"Updated April 4, 2023"
Download and install Android Studio,Learn how to download and install Android Studio,https://developer.android.com/codelabs/basic-android-kotlin-compose-install-android-studio?hl=en,,"Updated April 30, 2025"
Drag and Drop in Compose,Learn to enable drag and drop in compose using modifiers.,https://developer.android.com/codelabs/codelab-dnd-compose?hl=en,35 minutes,"Updated October 30, 2024"
Duet AI Technical Hands On Workshop Guide for Developers Codelab,"The purpose of this workshop is to provide hands-on Duet AI education to users and practitioners. In this codelab, you learn the following: To show how Duet AI for Developers is used authentically in day-to-day development, this workshop's activities",https://codelabs.developers.google.com/codelabs/duet-ai-technical-hands-on-workshop-guide?hl=en,,"Updated February 17, 2024"
Embed Looker with Conversational Analytics,"In this codelab, you will learn one way to integrate Conversational Analytics powered chat with an embedded Looker dashboard. You will build your own example application with the Looker Embed Reference.",https://codelabs.developers.google.com/codelabs/looker-embedded-conversational-analytics?hl=en,1 hour 10 minutes,"Updated February 3, 2026"
Embedded Looker iframe messaging,You’ll learn how to programmatically listen to events from and send actions to embedded Looker content.,https://codelabs.developers.google.com/codelabs/looker-iframe-post-message?hl=en,15 minutes,"Updated July 29, 2023"
Enable local fulfillment for Cloud-to-cloud integrations,Learn to enable local fulfillment with the Local Home SDK to enhance smart home integrations with the Assistant.,https://developers.home.google.com/codelabs/smarthome-local?hl=en,49 minutes,"Updated July 2, 2025"
Enable Private Service Connect on existing Cloud SQL instance running PSA (Terraform),Enable PSC attachment on existing CloudSQL instance which has private service access networking enabled. Then connect to it via PSC endpoint in another project,https://codelabs.developers.google.com/codelabs/psc-psa-cloudsql-terraform?hl=en,,"Updated January 17, 2025"
Enable real-time communication with WebRTC,"Learn how to build an app to get video and take snapshots with your webcam, and share them peer-to-peer with WebRTC.",https://developers.google.com/codelabs/webrtc-web?hl=en,,"Updated September 19, 2024"
Encrypt Resources Easily with Cloud KMS Autokey,"In this codelab, you’ll set up Cloud KMS Autokey and encrypt resources automatically and on-demand as you create them.",https://codelabs.developers.google.com/codelabs/cloud-kms-autokey?hl=en,40 minutes,"Updated September 10, 2024"
Engage SDK Codelab,"This codelab will teach you how to modify a sample Android app (video app for Kotlin devs, ebook app for Java devs) to publish content using Engage SDK. Note the same logic can be applied to any supported app category.",https://developer.android.com/codelabs/engage-sdk-codelab?hl=en,,"Updated May 20, 2025"
Engage users with your Action for Google Assistant,Learn to enhance your Action with features that keep users coming back to it.,https://developers.google.com/codelabs/actions-user-engagement?hl=en,48 minutes,"Updated September 19, 2024"
Engage Wear OS users in new ways with the Ongoing Activity API,"With the Ongoing Activity API in Wear, developers can engage users from the watch face as well as the app launcher with minimal amount of code and allow those users to jump back into the app for important activities with a simple tap.",https://developer.android.com/codelabs/ongoing-activity?hl=en,30 minutes,"Updated January 10, 2025"
Enhance and secure your Cloud-to-cloud integrations,Learn to enhance and secure your Cloud-to-cloud integration through customizable device traits and secure them with two-factor authentication.,https://developers.home.google.com/codelabs/smarthome-traits?hl=en,50 minutes,"Updated January 8, 2026"
Enhance stylus support in an Android app,Learn how to implement advanced techniques that enable a state-of-the-art stylus experience in an Android app.,https://developer.android.com/codelabs/large-screens/advanced-stylus-support?hl=en,1 hour 23 minutes,"Updated September 22, 2023"
Evaluate RAG Systems with Vertex AI,“Build an evaluation pipeline for Retrieval-Augmented Generation (RAG) systems using the Vertex AI Gen AI Evaluation Service.”,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/6-ai-evaluation/evaluate-rag-systems-with-vertex-ai?hl=en,,"Updated December 18, 2025"
